country,city,year,ph,sulphates,chlorides
Romania,Giurgiu,2018,11.52947426,74.13941956,12.16942215
Romania,Giurgiu,2019,12.2582798,76.5005188,6.575485229
Romania,Hunedoara,2019,8.542444229,87.61675262,1.504311681
Romania,Husi,2013,8.901672363,90.49852753,0
Romania,Husi,2014,9.397455215,77.0539856,10.95957565
Romania,Iasi,2010,4.855545998,5.303593159,61.75366974
Romania,Iasi,2013,12.17438793,73.47785187,2.10532546
Romania,Iasi,2014,2.900455475,26.60886955,15.89343071
Romania,Iasi,2015,8.943543434,90.92415619,1.86E-09
Romania,Iasi,2016,15.1133585,72.49304199,6.748623848
Romania,Iasi,2017,9.356812477,87.70109558,0.420302391
Romania,Iasi,2018,22.17392921,24.38776588,50.8393364
Romania,Iasi,2019,0,0,0
Romania,Isaccea,2013,5.940483093,68.59004211,16.00576973
Romania,Isaccea,2018,8.072763443,83.64570618,6.570627213
Romania,Isaccea,2019,13.60324001,72.02579498,11.71014404
Romania,I?alni?a,2016,7.864340782,81.73269653,3.476262093
Romania,I?alni?a,2017,3.022170544,2.687668085,60.9061203
Romania,I?alni?a,2019,2.674546242,2.976160765,66.72331238
Romania,Ludus,2010,8.275742531,84.123703,2.355505705
Romania,Ludus,2018,12.54815388,28.76291084,52.4225235
Romania,Lugoj,2018,8.908649445,90.56945038,2.98E-08
Romania,Lugoj,2019,23.62110901,61.40974808,14.1765728
Romania,Magurele,2013,12.0643158,82.57444763,4.864732265
Romania,Magurele,2015,8.842471123,89.89662933,0
Romania,Magurele,2016,8.801521301,89.77986908,0.584883928
Romania,Magurele,2017,8.916524887,90.6494751,0
Romania,Magurele,2018,8.387086868,81.34674835,0.033864975
Romania,Mangalia,2010,8.694921494,31.71603394,44.78637314
Romania,Mangalia,2013,14.38594723,66.9666214,16.04285812
Romania,Mangalia,2014,9.059866905,68.95651245,17.04366493
Romania,Mangalia,2015,7.781423569,81.50232697,7.731212616
Romania,Mangalia,2017,8.20515728,85.60487366,5.116594315
Romania,Mangalia,2018,2.399236202,24.052742,52.4809494
Romania,Medgidia,2010,7.900722504,58.29151535,3.010291815
Romania,Medgidia,2017,8.864141464,90.11691284,0
Romania,Medgidia,2018,10.52737141,86.8817215,1.140365124
Romania,Medias,2010,4.461691856,23.62089348,56.03868484
Romania,Medias,2013,11.23589134,71.91053009,12.51550293
Romania,Medias,2018,8.443779945,49.20186996,38.32687378
Romania,Medias,2019,8.227108955,48.69064713,26.84466553
Romania,Meri?ani,2017,6.597866058,23.25949669,61.11223221
Romania,Meri?ani,2018,4.932165623,50.59394455,2.23519659
Romania,Miercurea Ciuc,2010,8.377861977,86.07964325,1.77005887
Romania,Miercurea Ciuc,2013,8.603531837,88.30441284,1.634375691
Romania,Miercurea Ciuc,2014,8.239068985,85.73117065,5.086050034
Romania,Miercurea Ciuc,2015,0.956573546,5.841467857,67.67538452
Romania,Miercurea Ciuc,2016,33.73106384,20.08464813,43.60111237
Romania,Miercurea Ciuc,2017,8.934358597,90.83084106,1.86E-09
Romania,Miercurea Ciuc,2018,12.76947689,25.03590584,53.91710663
Romania,Miercurea Ciuc,2019,14.28678608,65.61547852,17.53934097
Romania,Modelu,2018,8.905038834,90.53271484,0
Romania,Moldova Veche,2013,6.384828568,68.12924957,17.6468544
Romania,Moldova Veche,2015,8.719175339,88.64313507,0
Romania,Moldova Veche,2016,6.781234741,2.357479334,77.86860657
Romania,Moldova Veche,2017,9.280117035,12.13700199,71.20307922
Romania,Moldova Veche,2018,27.04362679,60.50918961,12.138731
Romania,Moravita,2018,9.708815575,73.76164246,14.02741528
Romania,Moravita,2019,5.784873009,65.28398895,27.31310081
Romania,Nadlac,2010,0.221393108,2.232916117,72.85444641
Romania,Nadlac,2013,3.124711037,36.84885025,54.35491562
Romania,Nadlac,2015,24.34188843,65.08022308,10.32506466
Romania,Nadlac,2016,8.91738987,90.65830994,0
Romania,Nadlac,2018,15.68447495,76.16973114,6.586232662
Romania,Nadlac,2019,12.18034458,61.07698059,23.83873177
Romania,Navodari,2010,8.954123497,91.03177643,0
Romania,Navodari,2014,15.05697632,60.39093399,23.79936409
Romania,Navodari,2017,16.82481194,31.55558586,47.60255814
Romania,Navodari,2017,8.939319611,90.88121796,0
Romania,Oarja,2017,3.597169399,25.81478882,57.65724182
Romania,Oarja,2018,13.30027676,77.62923431,4.611646652
Romania,Oarja,2019,8.778311729,86.13983154,2.466181993
Romania,Oinacu,2010,8.754331589,75.42882538,11.22793102
Romania,Onesti,2013,14.10818195,37.68049622,34.00786209
Romania,Onesti,2016,8.931537628,90.80216217,0
Romania,Onesti,2017,2.257719994,3.012863636,82.10321045
Romania,Onesti,2018,8.237210274,86.36038208,5.110654354
Romania,Onesti,2019,67.87678528,8.17261982,0
Romania,Oradea,2010,51.17424774,8.517071724,2.151769638
Romania,Oradea,2013,10.00342178,85.05696869,0.742867947
Romania,Oradea,2014,21.29238892,36.01320267,0.035881441
Romania,Oradea,2016,18.00809479,78.18750763,3.647796869
Romania,Oradea,2017,32.32563782,17.16782761,7.471939087
Romania,Oradea,2018,9.079763412,82.83557129,0
Romania,Oradea,2019,26.70098877,52.65618134,4.867869377
Romania,Otelu Rosu,2014,10.56161022,89.02140045,0.179407209
Romania,Otelu Rosu,2015,11.67308331,86.42066956,1.825846672
Romania,Otelu Rosu,2016,44.69591522,47.48529053,7.790194511
Romania,Otelu Rosu,2017,60.65284729,11.83579922,0
Romania,Otelu Rosu,2018,76.28691101,2.674435377,0.300388336
Romania,Otelu Rosu,2019,21.91110992,3.084006786,12.21746445
Romania,Piatra Neamt,2010,30.59156799,45.69606781,2.882274628
Romania,Piatra Neamt,2013,54.26422882,7.719642162,1.510446548
Romania,Piatra Neamt,2014,10.77258301,88.00978851,1.217628837
Romania,Piatra Neamt,2016,41.18047714,44.28334045,1.217628837
Romania,Piatra Neamt,2017,49.48131943,30.95516777,0
Romania,Piatra Neamt,2018,80.94844055,11.83579922,0.73057729
Romania,Piatra Neamt,2019,27.7266674,34.6829071,0.583770752
Romania,Pietroasa,2013,8.492361069,65.25688934,9.786989212
Romania,Pietroasa,2015,78.3167038,13.63839149,0.737051964
Romania,Pietroasa,2017,11.68117809,86.49237823,1.826443315
Romania,Pietroasa,2018,36.86964798,1.059455752,8.975814819
Romania,Pitesti,2010,12.79120255,22.63114166,0.587051392
Romania,Pitesti,2013,9.643793106,0,11.29514313
Romania,Pitesti,2014,10.58983803,88.30516815,1.095737457
Romania,Pitesti,2015,15.32289696,56.2379303,27.68760681
Romania,Pitesti,2016,20.90246773,70.05377197,0
Romania,Pitesti,2017,73.32901764,0,0
Romania,Pitesti,2018,67.13822937,14.54465008,8.787973404
Romania,Pitesti,2019,17.49064064,73.73344421,2.195074081
Romania,Ploiesti,2010,1.07193017,15.34891224,0
Romania,Ploiesti,2013,44.92513275,47.7255249,7.143785477
Romania,Ploiesti,2014,64.37948608,0,0
Romania,Ploiesti,2015,32.26880646,0.159057692,19.11161804
Romania,Ploiesti,2016,62.99973679,0,2.91E-11
Romania,Ploiesti,2017,62.51625061,11.83579922,0
Romania,Ploiesti,2018,13.49679375,83.45404053,3.043365955
Romania,Ploiesti,2019,6.203873158,67.9900589,9.605077744
Romania,Poiana Stampei,2010,63.00598526,1.315088868,0.60881424
Romania,Poiana Stampei,2017,86.25154877,0,0
Romania,Poiana Stampei,2018,24.67747498,64.94151306,9.375011444
Romania,Râmnicu Sarat,2017,2.754338026,14.1468544,81.9127655
Romania,Râmnicu Sarat,2018,4.169230938,35.20868301,44.58626556
Romania,Râmnicu Sarat,2019,2.639771938,15.11779404,81.87134552
Romania,Ramnicu Valcea,2010,0.722260475,5.735236168,91.45015717
Romania,Ramnicu Valcea,2013,1.427036166,26.06171227,71.32575989
Romania,Ramnicu Valcea,2014,5.122261047,52.90800858,41.50435638
Romania,Ramnicu Valcea,2015,4.552970886,54.83567429,32.08377838
Romania,Ramnicu Valcea,2016,0.342114419,2.723608255,90.5904541
Romania,Ramnicu Valcea,2017,0.533463597,3.777035236,92.08720398
Romania,Ramnicu Valcea,2018,0.288142979,2.47277236,95.0151062
Romania,Ramnicu Valcea,2019,4.868527412,14.38785172,78.30501556
Romania,Resita,2010,0.812752426,4.732083321,93.75801086
Romania,Resita,2014,3.687614918,14.01790524,81.63140869
Romania,Resita,2015,2.915038347,20.44068527,76.01864624
Romania,Resita,2016,2.78283453,25.21253777,71.30498505
Romania,Resita,2017,4.35E-06,0,0
Romania,Resita,2018,3.07619071,25.83902359,70.73821259
Romania,Resita,2019,5.202696323,21.78954887,70.34894562
Romania,Roman,2017,0.280901194,2.410680532,92.62926483
Romania,Rosia Jiu,2013,0.293966472,2.5227561,96.93570709
Romania,Rosia Jiu,2014,0.293851733,2.855139256,96.74622345
Romania,Rosia Jiu,2017,6.825977325,22.66164207,19.55605888
Romania,Rosia Jiu,2018,2.779034138,17.89042473,73.31904602
Romania,Rosia Jiu,2019,3.235039711,29.17869377,67.04354858
Romania,Rovinari,2010,3.075193644,20.38061333,76.03000641
Romania,Sanpetru,2010,3.957677126,30.98645592,64.61405945
Romania,Sanpetru,2013,0.293023705,2.514677286,96.62528992
Romania,Sanpetru,2015,2.637234449,15.83259106,79.60375977
Romania,Sanpetru,2016,0.564674616,9.451891899,86.840271
Romania,Sanpetru,2017,5.303014755,45.33549118,40.34220505
Romania,Sanpetru,2018,1.749232292,6.550688744,89.08006287
Romania,Sat Cazasu,2010,0.293456584,2.518383503,96.76769257
Romania,Satu Mare,2010,1.511360884,9.058526039,89.04990387
Romania,Satu Mare,2013,0.526410341,3.766589642,95.003685
Romania,Satu Mare,2014,5.742693901,56.89293289,36.77601242
Romania,Satu Mare,2015,0.274867058,2.358878374,90.63878632
Romania,Satu Mare,2016,0.957367659,6.055505276,89.62321472
Romania,Satu Mare,2017,4.267301559,43.13475418,51.73707962
Romania,Satu Mare,2018,8.657040596,88.98318481,1.897545934
Romania,Satu Mare,2019,2.379660606,13.72028446,83.4474411
Romania,Sebes,2010,3.433242083,15.92111969,79.59563446
Romania,Sebes,2015,4.44308567,41.1188736,34.7110672
Romania,Sebes,2016,4.265844345,57.01257706,37.5388298
Romania,Sebes,2017,0.740661144,5.948193073,45.98104477
Romania,Sebes,2018,3.979615211,33.28139877,61.8812294
Romania,Sebes,2019,8.081014633,13.13323212,73.86560822
Romania,Sector 3,2013,0.805959105,7.759680271,90.32181549
Romania,Sector 3,2014,1.225554943,9.201714516,89.15974426
Romania,Sector 3,2017,0,0,0
Romania,Sector 3,2018,0.285333782,6.772072315,92.12175751
Romania,Sector 3,2019,1.675090432,9.887223244,82.72767639
Romania,Sfantu Gheorghe,2010,1.466300011,13.32822514,81.31429291
Romania,Sfantu Gheorghe,2017,0.28378129,2.435394526,93.57888794
Romania,Sfantu Gheorghe,2018,0.28721416,4.452211857,93.80622101
Romania,Sfantu Gheorghe,2019,0.933602989,13.9116993,84.63526917
Romania,Sibiu,2010,1.381803513,10.75962353,33.65592575
Romania,Sibiu,2014,0.488997459,4.993813515,86.20083618
Romania,Sibiu,2015,0.290138483,4.150179863,94.9182663
Romania,Sibiu,2016,2.691407204,18.11826515,70.62200928
Romania,Sibiu,2017,2.634829998,15.08947754,81.71799469
Romania,Sibiu,2018,2.346896172,14.63114738,68.8635788
Romania,Sibiu,2019,0.337981284,2.753787279,96.09712219
Romania,Siret,2010,0.30664432,5.159439564,85.63591003
Romania,Siret,2013,1.602583885,8.054059029,53.65790558
Romania,Siret,2014,0.284708858,7.071103096,91.77577972
Romania,Siret,2015,0.619904399,4.268034458,94.34634399
Romania,Siret,2016,3.061668634,23.52669334,72.42392731
Romania,Siret,2018,2.871564388,12.14138412,83.03814697
Romania,Siret,2019,0.425412059,7.19356966,91.48314667
Romania,Slatina,2010,5.858885288,29.89073944,53.83614731
Romania,Slatina,2013,0.923432529,12.81025505,84.905159
Romania,Slatina,2014,3.637661934,36.55871964,48.15174103
Romania,Slatina,2015,2.669242859,16.95207977,79.54516602
Romania,Slatina,2016,0.293514132,2.518902302,96.7876358
Romania,Slatina,2017,3.397181749,22.19977951,73.9236908
Romania,Slatina,2018,5.17976284,51.11343384,35.1271019
Romania,Slatina,2019,4.417629719,41.58578491,31.62251663
Romania,Slobozia,2010,1.163087368,10.74509716,85.68362427
Romania,Slobozia,2013,2.615462065,14.9785881,81.11747742
Romania,Slobozia,2017,2.632768154,15.07767582,81.65409088
Romania,Slobozia,2018,2.508597374,16.87970924,77.67181396
Romania,Suceava,2010,4.764933586,39.32723999,54.7928009
Romania,Suceava,2013,5.726049423,53.30197144,40.20418549
Romania,Suceava,2014,1.285169125,13.67081833,80.65926361
Romania,Suceava,2015,2.427932024,23.85821152,73.34348297
Romania,Suceava,2016,3.072544813,22.60177422,73.82875061
Romania,Suceava,2017,1.868991852,9.809332848,85.72563171
Romania,Suceava,2018,0.287819505,2.470038176,94.91004944
Romania,Suceava,2019,0.428813279,4.882480145,93.61816406
Romania,Targoviste,2010,0.521817505,4.899260521,84.43484497
Romania,Targoviste,2017,2.908147812,18.96698189,76.96624756
Romania,Targoviste,2018,1.52644074,12.44915009,81.54598236
Romania,Targoviste,2019,2.711539268,26.9354229,61.35675049
Romania,Targu Jiu,2010,1.074783683,8.541099548,90.06971741
Romania,Targu Jiu,2013,2.528835058,14.51577282,81.91757202
Romania,Targu Jiu,2015,4.472822189,12.06102657,82.48571014
Romania,Targu Jiu,2016,2.139359474,14.11632633,79.86372375
Romania,Targu Jiu,2017,0.283333421,2.431555271,93.43136597
Romania,Targu Jiu,2018,0.258860886,2.221489191,85.35967255
Romania,Targu Jiu,2019,4.360057354,38.05585098,56.3178215
Romania,Targu Mures,2010,3.37625885,27.7606144,58.76782227
Romania,Târgu Mure?,2017,3.751996994,37.51182556,57.64290619
Romania,Târgu Mure?,2018,0.290608883,2.493976593,95.82987976
Romania,Târgu Mure?,2019,0.288618684,2.476883173,95.17306519
Romania,Târnaveni,2018,4.556600571,11.72565651,79.93761444
Romania,Târnaveni,2019,0.983995795,8.884144783,89.11130524
Romania,Tasca,2015,0.292184293,2.507486105,96.34896851
Romania,Tasca,2017,0.375986695,3.367337704,94.71626282
Romania,Tasca,2018,1.492345572,14.7742672,82.73601532
Romania,Tasca,2019,8.933217049,90.81918335,0
Romania,Tecuci,2017,1.861488819,7.80726099,88.34867859
Romania,Tecuci,2018,2.766336441,15.28173923,78.77498627
Romania,Tetchea,2010,6.75188303,65.11433411,27.5771122
Romania,Tetchea,2018,1.585815907,15.72889805,81.83452606
Romania,Tetchea,2019,9.997662544,86.26932526,1.233651042
Romania,Timisoara,2010,6.428848267,57.26206589,35.42963028
Romania,Timisoara,2013,7.095466137,69.5215683,21.19026184
Romania,Timisoara,2014,1.095334291,8.645777702,89.51432037
Romania,Timisoara,2015,0.936695099,5.960581779,91.43561554
Romania,Timisoara,2017,0.631376743,4.703266144,89.41104889
Romania,Timisoara,2018,7.434038639,72.90814209,18.65078735
Romania,Timisoara,2019,0.796225548,7.48365736,81.37854767
Romania,Timi?oara,2013,4.865880013,44.942379,49.22787857
Romania,Timi?oara,2014,1.097863197,15.66718483,8.798882484
Romania,Timi?oara,2015,5.399293423,54.92195511,38.98626328
Romania,Timi?oara,2016,3.454134464,26.69378281,68.48757172
Romania,Timi?oara,2017,3.848614216,12.03959179,76.43820953
Romania,Timi?oara,2018,2.040735006,11.87661743,83.11948395
Romania,Timi?oara,2019,0.289409161,2.483640194,95.43270111
Romania,Tomesti,2013,4.701608181,42.06026077,52.15407181
Romania,Tomesti,2014,1.781988263,13.35967922,74.88532257
Romania,Tomesti,2015,2.92406559,2.600379944,92.33541107
Romania,Tomesti,2016,6.719733715,64.23184967,28.53110695
Romania,Tomesti,2018,3.368252277,28.69493103,63.75123978
Romania,Tulcea,2010,0.29175669,2.503829956,96.20848846
Romania,Tulcea,2013,1.855428934,2.573075294,94.36870575
Romania,Tulcea,2017,0.290418029,2.492324352,95.76638794
Romania,Tulcea,2018,3.26504612,39.1543541,56.62767792
Romania,Tulcea,2019,9.811974525,22.06784248,63.10295105
Romania,Turceni,2010,0.550437272,5.146729469,93.49944305
Romania,Turceni,2013,7.877361774,78.27630615,12.63447952
Romania,Turceni,2014,4.654992104,39.98200226,54.22119904
Romania,Turceni,2018,4.883211136,48.68622208,36.86990356
Romania,Turceni,2019,3.694523096,37.82478333,53.86506653
Romania,Turnu Magurele,2010,0.885719121,8.596670151,84.23447418
Romania,Turnu Magurele,2013,2.536829233,27.93329048,59.57458496
Romania,Turnu Magurele,2014,1.244117975,13.46821976,80.66456604
Romania,Turnu Magurele,2015,6.175992489,14.03660107,66.94877625
Romania,Turnu Magurele,2018,4.498786926,39.50894165,51.97438431
Romania,Turnu Magurele,2019,3.940825224,3.646384954,84.45400238
Romania,Turnu Magurele,2017,1.979586601,5.037739754,42.98588943
Romania,Turnu Magurele,2018,8.078824043,11.50091267,75.49679565
Romania,Turnu Magurele,2019,8.907876968,90.56162262,0
Romania,Udeni-Zavoi,2015,0.28839004,2.474914789,95.09742737
Romania,Udeni-Zavoi,2017,4.449216843,45.23278427,0
Romania,Udeni-Zavoi,2018,0.551679552,5.157970905,93.78794861
Romania,Udeni-Zavoi,2019,7.376411438,75.00971222,16.3878727
Romania,Urziceni,2010,2.515006781,25.24007988,68.3878479
Romania,Urziceni,2016,2.365137577,17.8409996,76.89320374
Romania,Urziceni,2017,7.909939289,80.59108734,6.171491146
Romania,Urziceni,2018,8.907869339,90.56153107,0
Romania,Vaslui,2010,8.867054939,90.14654541,0
Romania,Vaslui,2015,6.658254147,69.97680664,22.1987648
Romania,Vaslui,2016,8.927734375,90.76346588,0
Romania,Vaslui,2017,7.657657146,77.97084045,13.82787418
Romania,Vaslui,2018,2.747504711,11.34730339,79.28823853
Romania,Vaslui,2019,5.241504192,26.94837379,59.80059052
Romania,Vulcan,2013,24.79827499,6.107451916,60.45436478
Romania,Vulcan,2014,2.944266319,23.71488953,71.42153168
Romania,Vulcan,2018,2.442771435,2.846989632,93.38346863
Romania,Vulcan,2019,7.094150066,69.75522614,22.39827919
Romania,Zalau,2010,1.349235296,2.559579849,95.31007385
Romania,Zalau,2013,0.855021715,8.2915802,83.44471741
Romania,Zalau,2014,6.87735796,73.56912994,18.31867599
Romania,Zalau,2015,3.444841862,2.616542339,91.4552536
Romania,Zalau,2016,4.003157139,26.60390854,66.45471191
Romania,Zalau,2017,13.89121437,72.83550262,7.761565208
Romania,Zalau,2018,1.888089895,17.32680321,77.33629608
Romania,Zalau,2019,1.43834126,8.622729301,84.94120789
Romania,Zlatna,2010,7.881314754,78.3196106,12.6130743
Romania,Zlatna,2013,1.849415302,13.05375862,83.05449677
Romania,Zlatna,2014,1.059911251,10.36232758,85.99263
Romania,Zlatna,2015,5.262893677,4.739723206,89.10807037
Romania,Zlatna,2016,6.423484802,16.48128128,68.59239197
Romania,Zlatna,2017,1.367238522,10.13768673,81.56151581
Romania,Zlatna,2018,6.543912888,16.59916306,74.87359619
Romania,Zlatna,2019,2.205090046,6.022853374,90.26142883
Russian Federation,Moscow,2016,4.464556694,26.87889671,67.99080658
Russian Federation,Moscow,2017,3.246778965,13.97081947,81.72945404
Saudi Arabia,Al Jubail,2014,7.503312111,73.85074615,16.98582268
Saudi Arabia,Dharan,2019,1.785240412,16.28262711,81.22633362
Saudi Arabia,Yanbu,2014,0.292752922,2.512374401,96.5368042
Saudi Arabia,Yanbu,2015,8.026946068,22.71528244,67.62214661
Saudi Arabia,Yanbu,2016,0.290767491,2.495345116,95.88246155
Saudi Arabia,Yanbu,2017,0.285006046,2.445884228,93.98194885
Senegal,Dakar,2010,0.293435872,2.518253565,96.76271057
Senegal,Dakar,2011,2.374292612,15.09097767,82.17385864
Senegal,Dakar,2012,3.302070379,31.67105484,64.84200287
Senegal,Dakar,2013,0.293958873,2.522746563,96.93534851
Senegal,Dakar,2014,0.292267978,2.508227587,96.37747192
Senegal,Dakar,2015,0.377395272,3.379739046,95.10881042
Senegal,Dakar,2016,5.420003414,33.39374161,59.99080276
Senegal,Dakar,2017,0.292151868,2.507181883,96.33728027
Senegal,Dakar,2018,1.587544441,12.13558674,85.65516663
Senegal,Dakar,2019,0.291678607,2.503153563,96.18249512
Singapore,Singapore,2010,4.402375698,8.204486847,87.24268341
Singapore,Singapore,2011,4.482408524,2.521088123,92.6829834
Singapore,Singapore,2012,0.29391706,2.522354364,96.92028046
Singapore,Singapore,2013,0.294248581,2.525198698,97.02957153
Singapore,Singapore,2014,2.017660618,20.14176941,77.13392639
Singapore,Singapore,2015,0.291406333,2.500779867,96.09128571
Singapore,Singapore,2016,6.267401695,2.392326117,90.93204498
Singapore,Singapore,2017,0.641947985,2.46481657,96.34494019
Singapore,Singapore,2018,0.293372601,2.51766634,96.74013519
Singapore,Singapore,2019,4.556630135,15.34643078,79.72135925
Singapore,Singapore,2020,3.581141472,26.45221901,69.5479126
El Salvador,San Salvador,2010,2.008748293,22.38586044,74.88380432
El Salvador,San Salvador,2011,0.293391258,2.517843485,96.74695587
El Salvador,San Salvador,2012,1.228992105,12.08577633,85.0575943
El Salvador,San Salvador,2013,0.993919492,9.588405609,89.18978119
El Salvador,San Salvador,2014,0.29151994,4.168599129,95.37069702
El Salvador,San Salvador,2015,1.941572905,9.19687748,88.18736267
El Salvador,San Salvador,2016,3.690292358,33.95770645,37.10888672
El Salvador,San Salvador,2018,0.29017508,2.490221024,95.68556213
Serbia,Belgrade,2010,1.442303061,8.68641758,89.35772705
Serbia,Belgrade,2013,1.493614793,2.525749445,95.8514328
Serbia,Belgrade,2014,0.293353379,2.517540932,96.73532104
Serbia,Belgrade,2015,0.292365015,2.509031534,96.40835571
Serbia,Belgrade,2016,1.51723814,2.497096539,95.72145081
Serbia,Belgrade,2017,0.29127562,2.499679804,96.04901886
Serbia,Belgrade,2018,0.293064386,2.51503849,96.63916779
Serbia,Belgrade,2019,0.293016762,2.514623165,96.62320709
Serbia,Bor,2013,0.292720914,2.512107372,96.52654266
Serbia,Bor,2015,0.788560688,6.057748795,92.73596191
Serbia,Bor,2019,0.739736438,6.169779778,92.65683746
Serbia,Brzece,2013,0.293878704,2.522031307,96.90786743
Serbia,Cacak,2013,3.447247267,2.069679022,94.30807495
Serbia,Cacak,2014,0.274276495,2.353822231,90.44451141
Serbia,Cacak,2015,0.638164341,6.044289589,92.31512451
Serbia,Cacak,2016,6.255426884,2.512510538,90.57937622
Serbia,Cacak,2018,0.378484666,3.389227629,95.43141937
Serbia,Cacak,2019,0.29276818,2.512474537,96.54064941
Serbia,Kamenica,2013,0.68047595,8.912837982,89.88468933
Serbia,Kamenica,2015,0.55214715,5.164190292,93.48119354
Serbia,Kamenica,2016,1.397722244,13.46336651,84.60733795
Serbia,Kamenica,2018,0.293050647,2.514888525,96.63340759
Serbia,Kamenica,2019,0.293040812,2.514857054,96.63220215
Serbia,Kikinda,2010,1.597822189,23.71341896,50.95167923
Serbia,Kikinda,2013,0.883501649,8.556159019,88.6259079
Serbia,Kikinda,2014,0.793960154,7.648206711,88.13751984
Serbia,Kikinda,2015,1.33379519,2.348907948,95.14323425
Serbia,Kostolac,2014,0.29391399,2.5223279,96.91925812
Serbia,Kostolac,2015,1.380672216,11.25049877,86.08890533
Serbia,Kostolac,2016,0.29277885,2.51256156,96.54399872
Serbia,Kostolac,2019,0.727217793,6.95039463,92.14833069
Serbia,Kragujevac,2013,0.292935848,2.513965845,96.59796143
Serbia,Kragujevac,2015,1.240976334,12.2032299,85.96390533
Serbia,Kragujevac,2017,0.291682452,2.503179073,96.18347168
Serbia,Kragujevac,2018,5.257101536,2.69380188,91.53810883
Serbia,Kragujevac,2019,0.274027169,2.351658106,90.36135864
Serbia,Krusevac,2010,2.019748449,21.71432686,75.64550018
Serbia,Krusevac,2013,0.292594314,2.51102972,96.48513794
Serbia,Nis,2010,0.293767035,2.521090508,96.87171936
Serbia,Nis,2013,4.760024548,25.34445572,57.09324646
Serbia,Nis,2014,0.80632484,7.760518551,90.93122864
Serbia,Nis,2016,0.293110341,2.515463591,96.65550995
Serbia,Nis,2017,1.252807021,7.798470974,89.51148224
Serbia,Nis,2018,0.291903377,2.505060196,96.25576019
Serbia,Nis,2019,0.742881477,2.521000862,96.41915131
Serbia,Novi Sad,2010,3.446883917,9.429039001,79.28643799
Serbia,Novi Sad,2013,0.292124242,2.506968021,96.32907104
Serbia,Novi Sad,2014,0.290710151,2.494835138,95.86286926
Serbia,Novi Sad,2015,0.293625951,2.519860268,96.82444
Serbia,Novi Sad,2016,0.661590099,7.503065109,91.63471985
Serbia,Novi Sad,2017,1.553326607,6.77364254,13.9435091
Serbia,Novi Sad,2018,0.927589655,7.521611214,83.15973663
Serbia,Novi Sad,2019,0.293667078,2.520235062,96.8388443
Serbia,Pancevo,2014,0.291413188,2.500837564,96.09349823
Serbia,Sjenica,2010,6.725886822,32.07666397,60.94898987
Serbia,Smederevo,2013,0.803921819,7.746901989,88.67286682
Serbia,Smederevo,2015,1.159182072,11.36479759,87.39109039
Serbia,Smederevo,2018,0.293584287,2.519531012,96.81179047
Serbia,Smederevo,2019,4.310977936,44.8899765,50.30397034
Serbia,Smederevska Palanka,2010,0.292833984,2.513070583,96.56355286
Serbia,Starcevo,2013,3.01635766,37.38592148,59.29966354
Serbia,Starcevo,2014,0.293570131,2.519369364,96.80558014
Serbia,Valjevo,2010,1.042556286,2.517982244,96.00313568
Serbia,Valjevo,2013,0.293121219,2.515516996,96.65755463
Serbia,Valjevo,2014,0.412140101,3.158732176,96.32872772
Serbia,Valjevo,2015,1.961042285,12.72402954,84.77511597
Serbia,Valjevo,2016,0.289548397,2.484873295,95.48008728
Serbia,Valjevo,2017,0.669906139,3.326391459,92.72172546
Serbia,Valjevo,2018,0.929863691,2.188373804,87.19869995
Serbia,Valjevo,2019,10.21703339,7.572651386,82.01942444
Serbia,Vranje,2010,15.34825516,9.295827866,74.53202057
Serbia,Vranje,2013,1.36563611,3.59200573,92.91606903
Serbia,Zrenjanin,2010,64.03105164,4.703470707,30.36687088
Slovakia,Banska Bystrica,2010,35.8939209,1.627249122,54.4001236
Slovakia,Banska Bystrica,2014,5.276680946,10.9932642,83.40711212
Slovakia,Banska Bystrica,2016,71.95569611,0.352775127,27.21168709
Slovakia,Banska Bystrica,2017,0.59564501,2.463326931,96.07500458
Slovakia,Banska Bystrica,2018,60.70032883,13.22531986,25.51968956
Slovakia,Banska Bystrica,2019,11.77225685,4.547771931,76.08417511
Slovakia,Bratislava,2010,37.44600296,15.74273682,46.58351135
Slovakia,Bratislava,2014,65.19710541,0.118216045,24.03532982
Slovakia,Bratislava,2015,77.95066833,0,17.33096886
Slovakia,Bratislava,2016,76.65112305,0.370260537,18.54950523
Slovakia,Bratislava,2017,72.34294128,0.403717101,23.99766159
Slovakia,Bratislava,2018,23.67224121,0.580520153,75.49420929
Slovakia,Bratislava,2019,70.04549408,0,28.38640213
Slovakia,Bystricany,2010,78.53679657,0.302175432,20.8156395
Slovakia,Handlova,2010,10.58546448,6.192921162,79.02536011
Slovakia,Handlova,2014,65.62086487,0.290105581,32.04034424
Slovakia,Handlova,2016,60.41492462,0.764390469,37.04549026
Slovakia,Handlova,2017,10.48397255,21.37915802,65.62485504
Slovakia,Handlova,2018,0.401286364,3.843619108,94.93164063
Slovakia,Handlova,2019,19.20143127,0.531458616,47.5170517
Slovakia,Hnusta,2010,95.13587952,2.551373959,2.146761894
Slovakia,Hnusta,2014,60.78943253,0.787523925,37.56257248
Slovakia,Hnusta,2015,70.8118515,0.389572859,27.19989777
Slovakia,Hnusta,2016,38.63269806,0.114508927,18.40284348
Slovakia,Hnusta,2017,66.01315308,0.140412554,23.39179611
Slovakia,Hnusta,2018,96.5719986,0,2.641731739
